Title,Course Price,Subscribers,Reviews Left,Length,Percent of Reviews
How to create HTML Forms,30,3652,60,40 mins,"['834924', 'How to create HTML Forms', 'https://www.udemy.com/how-to-create-html-forms/', 'TRUE', '30', '3652', '60', '7', 'Beginner Level', '40 mins', '2016-04-29T04:48:25Z']"
ReactJS and Flux: Learn By Building 10 Projects,60,1723,258,11 hours,"['764042', 'ReactJS and Flux: Learn By Building 10 Projects', 'https://www.udemy.com/reactjs-and-flux-learn-by-building-10-projects/', 'TRUE', '60', '1723', '258', '60', 'All Levels', '11 hours', '2016-02-18T18:18:12Z']"
How To Make A Business Website In 1 Day With Wix FAST & EASY,20,3759,24,4 hours,"['821526', 'How To Make A Business Website In 1 Day With Wix FAST & EASY', 'https://www.udemy.com/how-i-make-a-professional-website-in-1-day-or-less-with-wix/', 'TRUE', '20', '3759', '24', '25', 'Beginner Level', '4 hours', '2016-04-18T15:23:27Z']"
PHP Date and Time Course by Edwin Diaz,40,1653,53,1.5 hours,"['838418', 'PHP Date and Time Course by Edwin Diaz', 'https://www.udemy.com/crash-course-learn-to-create-date-and-time-in-php-easily/', 'TRUE', '40', '1653', '53', '14', 'All Levels', '1.5 hours', '2016-05-03T21:00:53Z']"
Start Your Own Forum Website in 15 Minutes ,40,5387,38,1 hour,"['342084', 'Start Your Own Forum Website in 15 Minutes ', 'https://www.udemy.com/forum-web-development/', 'TRUE', '40', '5387', '38', '15', 'All Levels', '1 hour', '2015-01-26T16:19:40Z']"
Hit the ground running with AngularJS with Dion Yang,100,4563,49,1.5 hours,"['669536', 'Hit the ground running with AngularJS with Dion Yang', 'https://www.udemy.com/hit-the-ground-running-with-angularjs-with-dion-yang/', 'TRUE', '100', '4563', '49', '13', 'All Levels', '1.5 hours', '2015-11-26T17:16:53Z']"
Learn CSS Transition and Animation ,100,3757,28,1 hour,"['511378', 'Learn CSS Transition and Animation ', 'https://www.udemy.com/css-transition-and-animation/', 'TRUE', '100', '3757', '28', '20', 'All Levels', '1 hour', '2015-05-27T17:51:19Z']"
Learn JavaScript from scratch,20,4193,92,2.5 hours,"['553582', 'Learn JavaScript from scratch', 'https://www.udemy.com/learn-javascript-from-scratch/', 'TRUE', '20', '4193', '92', '44', 'Beginner Level', '2.5 hours', '2015-07-30T19:00:52Z']"
WordPress for Beginners - Tutorial - From Novice to Know-How,20,3694,48,4 hours,"['566920', 'WordPress for Beginners - Tutorial - From Novice to Know-How', 'https://www.udemy.com/wordpress-for-beginners-tutorial-from-novice-to-know-how/', 'TRUE', '20', '3694', '48', '39', 'Beginner Level', '4 hours', '2015-08-28T19:41:50Z']"
RESTful API with Laravel,45,1905,228,6 hours,"['406820', 'RESTful API with Laravel', 'https://www.udemy.com/laravel-5-php-framework-agile-and-practical-php-restful-api/', 'TRUE', '45', '1905', '228', '57', 'All Levels', '6 hours', '2015-02-05T07:42:56Z']"
Learn Ruby on Rails for Absolute Beginners,195,2875,20,4.5 hours,"['636418', 'Learn Ruby on Rails for Absolute Beginners', 'https://www.udemy.com/learn-ruby-on-rails-for-absolute-beginners/', 'TRUE', '195', '2875', '20', '36', 'All Levels', '4.5 hours', '2015-10-14T17:51:26Z']"
JavaScript Tutorial,180,613,93,4.5 hours,"['986442', 'JavaScript Tutorial', 'https://www.udemy.com/lets-learn-javascript-by-coding/', 'TRUE', '180', '613', '93', '37', 'All Levels', '4.5 hours', '2016-10-17T15:07:49Z']"
Shopping Cart Website from Scratch Ecommerce,200,633,39,4 hours,"['996320', 'Shopping Cart Website from Scratch Ecommerce', 'https://www.udemy.com/shopping-cart/', 'TRUE', '200', '633', '39', '54', 'Beginner Level', '4 hours', '2016-11-08T21:51:17Z']"
Learn By Example: Angular JS,50,1515,32,7 hours,"['936182', 'Learn By Example: Angular JS', 'https://www.udemy.com/learn-by-example-angular-js/', 'TRUE', '50', '1515', '32', '60', 'All Levels', '7 hours', '2016-08-22T19:36:10Z']"
The Complete front end web developer Bootcamp - 14 projects,200,900,129,18.5 hours,"['905850', 'The Complete front end web developer Bootcamp - 14 projects', 'https://www.udemy.com/complete-front-end-web-developer-bootcamp/', 'TRUE', '200', '900', '129', '126', 'All Levels', '18.5 hours', '2016-08-12T00:30:51Z']"
WordPress LMS: E-Learning Website Made Easy,20,2382,22,1.5 hours,"['547298', 'WordPress LMS: E-Learning Website Made Easy', 'https://www.udemy.com/wordpress-learning-management-system-create-a-learning-site/', 'TRUE', '20', '2382', '22', '16', 'All Levels', '1.5 hours', '2015-07-08T00:08:54Z']"
Create An HTML5 Video Player From Scratch,Free,32260,1005,1.5 hours,"['294794', 'Create An HTML5 Video Player From Scratch', 'https://www.udemy.com/html5-video-player/', 'FALSE', 'Free', '32260', '1005', '12', 'Beginner Level', '1.5 hours', '2014-09-05T19:16:53Z']"
In Depth Web Development Made Easy,25,3249,27,6.5 hours,"['615920', 'In Depth Web Development Made Easy', 'https://www.udemy.com/in-depth-web-development-from-scratch/', 'TRUE', '25', '3249', '27', '60', 'All Levels', '6.5 hours', '2015-10-30T16:55:44Z']"
Jquery :basics for beginners,50,1274,34,40 mins,"['955818', 'Jquery :basics for beginners', 'https://www.udemy.com/jquery-basics-for-beginners/', 'TRUE', '50', '1274', '34', '15', 'All Levels', '40 mins', '2016-09-12T19:01:34Z']"
Web Development By Doing: HTML / CSS From Scratch,Free,72932,2575,1 hour,"['65330', 'Web Development By Doing: HTML / CSS From Scratch', 'https://www.udemy.com/web-development-learn-by-doing-html5-css3-from-scratch-introductory/', 'FALSE', 'Free', '72932', '2575', '21', 'Beginner Level', '1 hour', '2013-09-25T00:42:09Z']"
Build Your First Website in 1 Week with HTML5 and CSS3,Free,120291,5924,3 hours,"['173548', 'Build Your First Website in 1 Week with HTML5 and CSS3', 'https://www.udemy.com/build-your-first-website-in-1-week/', 'FALSE', 'Free', '120291', '5924', '30', 'Beginner Level', '3 hours', '2014-04-08T16:21:30Z']"
"ASP.NET Core MVC, Quick and Practical",20,387,5,2.5 hours,"['1183094', 'ASP.NET Core MVC, Quick and Practical', 'https://www.udemy.com/aspnet-core-mvc-quick-and-practical/', 'TRUE', '20', '387', '5', '30', 'Intermediate Level', '2.5 hours', '2017-04-25T00:55:41Z']"
Better way towards CSS using Less and Sass,20,2227,44,1.5 hours,"['738360', 'Better way towards CSS using Less and Sass', 'https://www.udemy.com/better-way-towards-css-using-less-and-sass/', 'TRUE', '20', '2227', '44', '26', 'All Levels', '1.5 hours', '2016-02-16T08:11:49Z']"
JavaScript Complete for beginners with real world Apps,120,2652,33,3.5 hours,"['650328', 'JavaScript Complete for beginners with real world Apps', 'https://www.udemy.com/javascript-complete-and-comprehensive/', 'TRUE', '120', '2652', '33', '40', 'All Levels', '3.5 hours', '2016-02-02T21:35:54Z']"
Creating a Responsive HTML Email,20,2520,183,1.5 hours,"['69414', 'Creating a Responsive HTML Email', 'https://www.udemy.com/creating-responsive-html-email/', 'TRUE', '20', '2520', '183', '34', 'All Levels', '1.5 hours', '2013-08-12T13:09:39Z']"
Angular 2 Demystified,20,3150,69,3.5 hours,"['500628', 'Angular 2 Demystified', 'https://www.udemy.com/introduction-to-angular2/', 'TRUE', '20', '3150', '69', '49', 'All Levels', '3.5 hours', '2015-05-18T20:48:48Z']"
Learn HTML Fast and Easy!,20,4011,24,1.5 hours,"['384078', 'Learn HTML Fast and Easy!', 'https://www.udemy.com/learn-to-code-html/', 'TRUE', '20', '4011', '24', '17', 'Beginner Level', '1.5 hours', '2015-08-03T22:01:42Z']"
How To Setup a Micro-Blog in 3 Easy Steps,25,6937,22,1 hour,"['451938', 'How To Setup a Micro-Blog in 3 Easy Steps', 'https://www.udemy.com/setup-your-own-micro-blog-in-3-easy-steps/', 'TRUE', '25', '6937', '22', '7', 'All Levels', '1 hour', '2015-03-20T18:49:20Z']"
Ruby on Rails for Complete Beginners,35,4839,129,4 hours,"['657710', 'Ruby on Rails for Complete Beginners', 'https://www.udemy.com/ruby-on-rails-tutorial-for-complete-beginners/', 'TRUE', '35', '4839', '129', '84', 'Beginner Level', '4 hours', '2015-11-02T23:07:56Z']"
Wordpress for Non-Technical People,150,2346,10,4.5 hours,"['977516', 'Wordpress for Non-Technical People', 'https://www.udemy.com/wordpress-for-non-technical-people/', 'TRUE', '150', '2346', '10', '65', 'Beginner Level', '4.5 hours', '2016-11-15T21:51:28Z']"
ASP NET CORE - ANGULAR 2 E-Commerce App,200,897,129,13 hours,"['997750', 'ASP NET CORE - ANGULAR 2 E-Commerce App', 'https://www.udemy.com/build-a-full-e-commerce-app-in-aspnet-core-mvc-6/', 'TRUE', '200', '897', '129', '171', 'All Levels', '13 hours', '2017-01-13T17:06:35Z']"
Introductory JavaScript Made Easy Training Tutorial,20,9381,138,11 hours,"['316704', 'Introductory JavaScript Made Easy Training Tutorial', 'https://www.udemy.com/introductory-javascript-made-easy-training-tutorial/', 'TRUE', '20', '9381', '138', '131', 'Beginner Level', '11 hours', '2014-10-15T15:23:00Z']"
Become a Heroku Rails Ninja: Expert Level Deployment Tools,50,7090,52,8.5 hours,"['106178', 'Become a Heroku Rails Ninja: Expert Level Deployment Tools', 'https://www.udemy.com/become-a-heroku-rails-ninja/', 'TRUE', '50', '7090', '52', '30', 'Intermediate Level', '8.5 hours', '2014-02-15T16:03:28Z']"
Complete RESPONSIVE Website Design with HTML5 & CSS3,20,2204,6,9 hours,"['1062686', 'Complete RESPONSIVE Website Design with HTML5 & CSS3', 'https://www.udemy.com/website_design/', 'TRUE', '20', '2204', '6', '97', 'Beginner Level', '9 hours', '2017-02-03T04:19:46Z']"
Pimcore Developer: Implement a Blog from a Bootstrap Theme,95,1212,15,4.5 hours,"['1082996', 'Pimcore Developer: Implement a Blog from a Bootstrap Theme', 'https://www.udemy.com/enterprise-cms-applied-implement-a-website-with-pimcore/', 'TRUE', '95', '1212', '15', '39', 'All Levels', '4.5 hours', '2017-01-24T00:17:39Z']"
Inspirational Web Development - A Beginner Approach -,20,5328,47,3.5 hours,"['629044', 'Inspirational Web Development - A Beginner Approach -', 'https://www.udemy.com/inspirational-web-development-level-0/', 'TRUE', '20', '5328', '47', '28', 'Beginner Level', '3.5 hours', '2016-01-24T22:03:49Z']"
"Learn HTML, A practical guide from scratch to HTML 5",100,5715,52,3 hours,"['476408', 'Learn HTML, A practical guide from scratch to HTML 5', 'https://www.udemy.com/learn-html-a-practical-guide-from-scratch-to-html-5/', 'TRUE', '100', '5715', '52', '31', 'All Levels', '3 hours', '2015-04-26T12:35:16Z']"
JavaScript Tutorial: Learn JavaScript Code for Beginners,20,2074,14,1.5 hours,"['1124244', 'JavaScript Tutorial: Learn JavaScript Code for Beginners', 'https://www.udemy.com/javascript-tutorial-for-beginners/', 'TRUE', '20', '2074', '14', '22', 'Beginner Level', '1.5 hours', '2017-03-08T00:24:44Z']"
Website Secrets: Get a Gorgeous Website on the Cheap,50,12328,15,2 hours,"['217010', 'Website Secrets: Get a Gorgeous Website on the Cheap', 'https://www.udemy.com/how-to-get-an-excellent-website-at-a-lower-cost/', 'TRUE', '50', '12328', '15', '32', 'All Levels', '2 hours', '2014-07-04T08:17:41Z']"
Ultimate WordPress Plugin Course,100,4537,415,9 hours,"['576694', 'Ultimate WordPress Plugin Course', 'https://www.udemy.com/wordpress-plugin-course/', 'TRUE', '100', '4537', '415', '49', 'All Levels', '9 hours', '2015-08-20T20:32:31Z']"
PHP for Beginners: How to Build an E-Commerce Store,100,5117,463,14.5 hours,"['527952', 'PHP for Beginners: How to Build an E-Commerce Store', 'https://www.udemy.com/php-for-beginners-how-to-build-an-ecommerce-store/', 'TRUE', '100', '5117', '463', '138', 'All Levels', '14.5 hours', '2015-07-17T18:52:45Z']"
"Build Realtime Apps | React Js, Golang & RethinkDB",60,3854,482,3 hours,"['745306', 'Build Realtime Apps | React Js, Golang & RethinkDB', 'https://www.udemy.com/realtime-apps-with-reactjs-golang-rethinkdb/', 'TRUE', '60', '3854', '482', '48', 'All Levels', '3 hours', '2016-01-29T20:30:27Z']"
"Master Electron: Desktop Apps using HTML, JavaScript & CSS",165,1902,224,5.5 hours,"['941998', 'Master Electron: Desktop Apps using HTML, JavaScript & CSS', 'https://www.udemy.com/master-electron/', 'TRUE', '165', '1902', '224', '47', 'Intermediate Level', '5.5 hours', '2017-03-21T23:58:01Z']"
The Complete Web Developer Masterclass: Beginner To Advanced,195,37141,1813,51 hours,"['674608', 'The Complete Web Developer Masterclass: Beginner To Advanced', 'https://www.udemy.com/webdevelopercourse/', 'TRUE', '195', '37141', '1813', '316', 'All Levels', '51 hours', '2016-05-18T00:16:26Z']"
Mastering Micro Services Using Java Spring Boot,195,1649,34,2 hours,"['1204208', 'Mastering Micro Services Using Java Spring Boot', 'https://www.udemy.com/mastering-micro-services-using-java-sprint-boot/', 'TRUE', '195', '1649', '34', '25', 'All Levels', '2 hours', '2017-05-17T17:43:14Z']"
How to Create A Website: An HTML Tutorial and CSS Tutorial,65,3012,260,32.5 hours,"['957422', 'How to Create A Website: An HTML Tutorial and CSS Tutorial', 'https://www.udemy.com/html-tutorial/', 'TRUE', '65', '3012', '260', '330', 'All Levels', '32.5 hours', '2016-09-25T20:55:57Z']"
The Advanced Web Developer Course,100,6890,99,10.5 hours,"['511838', 'The Advanced Web Developer Course', 'https://www.udemy.com/the-advanced-web-developer-course/', 'TRUE', '100', '6890', '99', '90', 'Intermediate Level', '10.5 hours', '2015-06-03T18:21:21Z']"
Projects in MongoDB - Learn MongoDB Building Projects,50,4628,247,12 hours,"['621022', 'Projects in MongoDB - Learn MongoDB Building Projects', 'https://www.udemy.com/projects-in-mongodb/', 'TRUE', '50', '4628', '247', '93', 'All Levels', '12 hours', '2015-09-28T20:22:39Z']"
Learning JavaScript Programming Tutorial. A Definitive Guide,50,17113,380,9.5 hours,"['30318', 'Learning JavaScript Programming Tutorial. A Definitive Guide', 'https://www.udemy.com/programming-javascript/', 'TRUE', '50', '17113', '380', '93', 'All Levels', '9.5 hours', '2012-11-26T13:51:56Z']"
"The Complete JavaScript, HTML and CSS Tutorial For Beginners",35,244,44,3 hours,"['1270392', 'The Complete JavaScript, HTML and CSS Tutorial For Beginners', 'https://www.udemy.com/the-complete-javascript-html-and-css-tutorial-for-beginners/', 'TRUE', '35', '244', '44', '21', 'Beginner Level', '3 hours', '2017-06-29T16:13:18Z']"
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",195,1472,210,13 hours,"['991094', 'Build Modern Responsive Website With HTML5, CSS3 & Bootstrap', 'https://www.udemy.com/build-modern-responsive-website-with-html5-css3-bootstrap/', 'TRUE', '195', '1472', '210', '110', 'All Levels', '13 hours', '2017-02-08T05:44:46Z']"
The Complete JavaScript Course For Web Development Beginners,195,31499,450,4 hours,"['695656', 'The Complete JavaScript Course For Web Development Beginners', 'https://www.udemy.com/javascriptcourse/', 'TRUE', '195', '31499', '450', '46', 'All Levels', '4 hours', '2015-12-29T17:20:32Z']"
Email Marketing: Send Unlimited Emails via Own Mail Server,35,3539,43,1 hour,"['1174446', 'Email Marketing: Send Unlimited Emails via Own Mail Server', 'https://www.udemy.com/email-marketing-send-unlimited-emails-via-own-mail-server/', 'TRUE', '35', '3539', '43', '20', 'Beginner Level', '1 hour', '2017-04-19T00:28:15Z']"
Getting started with JavaScript,200,1415,17,1.5 hours,"['1267892', 'Getting started with JavaScript', 'https://www.udemy.com/javascript-code/', 'TRUE', '200', '1415', '17', '23', 'Beginner Level', '1.5 hours', '2017-06-27T00:56:40Z']"
Learn the basics of the Web development: Coding Tactics,40,2965,17,2 hours,"['1149334', 'Learn the basics of the Web development: Coding Tactics', 'https://www.udemy.com/learn-the-basics-of-the-web-development-in-2-hours/', 'TRUE', '40', '2965', '17', '30', 'Beginner Level', '2 hours', '2017-04-29T00:52:53Z']"
RESTful API with Laravel 5.4: Definitive Guide,145,655,95,12.5 hours,"['1109150', 'RESTful API with Laravel 5.4: Definitive Guide', 'https://www.udemy.com/restful-api-with-laravel-php-homestead-passport-hateoas/', 'TRUE', '145', '655', '95', '195', 'All Levels', '12.5 hours', '2017-04-28T17:44:04Z']"
Learn AngularJS Step By Step,20,18777,1112,1.5 hours,"['445534', 'Learn AngularJS Step By Step', 'https://www.udemy.com/maruti-angularjs/', 'TRUE', '20', '18777', '1112', '21', 'Intermediate Level', '1.5 hours', '2015-07-07T00:08:10Z']"
Learn React : The World's Most Lucrative JavaScript Library,50,1591,99,9.5 hours,"['987666', ""Learn React : The World's Most Lucrative JavaScript Library"", 'https://www.udemy.com/learn-react-the-worlds-most-lucrative-javascript-library/', 'TRUE', '50', '1591', '99', '74', 'Beginner Level', '9.5 hours', '2017-02-08T00:40:08Z']"
Master Regular Expressions from scratch - All languages,70,1925,27,2 hours,"['1134330', 'Master Regular Expressions from scratch - All languages', 'https://www.udemy.com/master-regular-expressions-from-scratch/', 'TRUE', '70', '1925', '27', '38', 'All Levels', '2 hours', '2017-04-27T20:25:25Z']"
Try AngularJS: Beginner's Guide to Front End Web Development,50,16926,126,4.5 hours,"['983534', ""Try AngularJS: Beginner's Guide to Front End Web Development"", 'https://www.udemy.com/try-angularjs/', 'TRUE', '50', '16926', '126', '33', 'Beginner Level', '4.5 hours', '2016-10-13T20:38:03Z']"
JavaScript Step by Step how to apply it to your web pages,100,13406,78,1.5 hours,"['563248', 'JavaScript Step by Step how to apply it to your web pages', 'https://www.udemy.com/javascript-fundamentals-bootcamp-learn-how-to-use-javascript/', 'TRUE', '100', '13406', '78', '44', 'All Levels', '1.5 hours', '2015-07-26T17:44:17Z']"
Explore JavaScript Beginners Guide to Coding JavaScript,200,5739,26,2.5 hours,"['1140532', 'Explore JavaScript Beginners Guide to Coding JavaScript', 'https://www.udemy.com/javascript-beginners-course/', 'TRUE', '200', '5739', '26', '29', 'Beginner Level', '2.5 hours', '2017-03-12T21:38:57Z']"
Learn Web Scraping with Node.js,75,16731,137,1 hour,"['701636', 'Learn Web Scraping with Node.js', 'https://www.udemy.com/web-scraping-nodejs/', 'TRUE', '75', '16731', '137', '10', 'All Levels', '1 hour', '2015-12-29T21:59:27Z']"
Getting Started with WordPress 2016,20,1613,21,1 hour,"['797832', 'Getting Started with WordPress 2016', 'https://www.udemy.com/getting-started-with-wordpress-cms/', 'TRUE', '20', '1613', '21', '20', 'Beginner Level', '1 hour', '2016-04-14T05:38:18Z']"
